6
Player 0 5
1 3 626 522 1 1 2 33 1
2 8 336 198 3 1 2 28 0
3 1 659 467 1 -3 2 41 0
4 7 644 496 1 3 2 33 0
5 4 165 433 3 1 2 28 0
6 9 195 435 3 -2 2 37 0
